statecode,countycode,countyname
"50","219","County 50-219"
"50","221","County 50-221"
"50","223","County 50-223"
"50","225","County 50-225"
"50","227","County 50-227"
"50","229","County 50-229"
"50","231","County 50-231"
"50","233","County 50-233"
"50","235","County 50-235"
"50","237","County 50-237"
"50","239","County 50-239"
"50","241","County 50-241"
"50","243","County 50-243"
"50","245","County 50-245"
"50","247","County 50-247"
"50","249","County 50-249"
"50","251","County 50-251"
"50","253","County 50-253"
"50","255","County 50-255"
"50","257","County 50-257"
"50","259","County 50-259"
"50","261","County 50-261"
"50","262","County 50-262"
"50","263","County 50-263"
"50","265","County 50-265"
"50","267","County 50-267"
"50","269","County 50-269"
"50","271","County 50-271"
"50","273","County 50-273"
"50","275","County 50-275"
"50","277","County 50-277"
"50","279","County 50-279"
"50","281","County 50-281"
"50","283","County 50-283"
"50","285","County 50-285"
"50","287","County 50-287"
"50","289","County 50-289"
"50","291","County 50-291"
"50","293","County 50-293"
"50","295","County 50-295"
"50","297","County 50-297"
"50","299","County 50-299"
"50","301","County 50-301"
"50","303","County 50-303"
"50","305","County 50-305"
"50","366","County 50-366"
"50","367","County 50-367"
"50","397","County 50-397"
"50","601","County 50-601"
"50","603","County 50-603"
"50","607","County 50-607"
"50","609","County 50-609"
"50","613","County 50-613"
"50","617","County 50-617"
"50","619","County 50-619"
"50","623","County 50-623"
"50","625","County 50-625"
"50","629","County 50-629"
"50","633","County 50-633"
"50","641","County 50-641"
"50","645","County 50-645"
"50","647","County 50-647"
"50","649","County 50-649"
"50","653","County 50-653"
"50","661","County 50-661"
"50","669","County 50-669"
"50","671","County 50-671"
"50","673","County 50-673"
"50","675","County 50-675"
"50","679","County 50-679"
"50","685","County 50-685"
"50","687","County 50-687"
"50","689","County 50-689"
"50","693","County 50-693"
"50","695","County 50-695"
"50","697","County 50-697"
"50","701","County 50-701"
"50","703","County 50-703"
"50","709","County 50-709"
"50","715","County 50-715"
"50","721","County 50-721"
"50","723","County 50-723"
"50","725","County 50-725"
"50","729","County 50-729"
"50","733","County 50-733"
"50","735","County 50-735"
"50","737","County 50-737"
"50","739","County 50-739"
"50","741","County 50-741"
"50","743","County 50-743"
"50","745","County 50-745"
"50","747","County 50-747"
"50","763","County 50-763"
"50","769","County 50-769"
"50","775","County 50-775"
"50","779","County 50-779"
"50","781","County 50-781"
"50","785","County 50-785"
"50","787","County 50-787"
"50","789","County 50-789"
"50","791","County 50-791"
"50","795","County 50-795"
"50","797","County 50-797"
"50","801","County 50-801"
"50","805","County 50-805"
"50","807","County 50-807"
"50","809","County 50-809"
"50","811","County 50-811"
"50","813","County 50-813"
"50","815","County 50-815"
"50","817","County 50-817"
"50","825","County 50-825"
"50","827","County 50-827"
"50","829","County 50-829"
"50","831","County 50-831"
"50","833","County 50-833"
"50","835","County 50-835"
"50","839","County 50-839"
"50","841","County 50-841"
"50","843","County 50-843"
"50","847","County 50-847"
"50","849","County 50-849"
"50","851","County 50-851"
"50","853","County 50-853"
"50","855","County 50-855"
"50","857","County 50-857"
"50","859","County 50-859"
"50","861","County 50-861"
"50","865","County 50-865"
"50","877","County 50-877"
"50","879","County 50-879"
"50","881","County 50-881"
"50","883","County 50-883"
"50","885","County 50-885"
"50","887","County 50-887"
"50","889","County 50-889"
"50","891","County 50-891"
"50","893","County 50-893"
"50","895","County 50-895"
"50","899","County 50-899"
"50","901","County 50-901"
"50","905","County 50-905"
"51","0","Unassigned"
"51","10","County 51-10"
"51","15","County 51-15"
"51","20","County 51-20"
"51","25","County 51-25"
"51","35","County 51-35"
"55","0","Unassigned"
"55","1","County 55-1"
"55","2","County 55-2"
"55","3","County 55-3"
"55","4","County 55-4"
"55","5","County 55-5"
"55","6","County 55-6"
"55","7","County 55-7"
"55","20","County 55-20"
"55","21","County 55-21"
"55","22","County 55-22"
"55","23","County 55-23"
"55","24","County 55-24"
"55","25","County 55-25"
"55","26","County 55-26"
"55","27","County 55-27"
"55","28","County 55-28"
"55","29","County 55-29"
"55","30","County 55-30"
"55","31","County 55-31"
"55","32","County 55-32"
"55","33","County 55-33"
"55","34","County 55-34"
"55","35","County 55-35"
"55","36","County 55-36"
"55","37","County 55-37"
"55","38","County 55-38"
"55","39","County 55-39"
"55","49","County 55-49"
"55","50","County 55-50"
"55","51","County 55-51"
"55","52","County 55-52"
"55","53","County 55-53"
"55","54","County 55-54"
"55","55","County 55-55"
"55","56","County 55-56"
"55","57","County 55-57"
"55","58","County 55-58"
"55","59","County 55-59"
"55","60","County 55-60"
"55","61","County 55-61"
"55","62","County 55-62"
"55","63","County 55-63"
"55","64","County 55-64"
"55","65","County 55-65"
"55","66","County 55-66"
"55","67","County 55-67"
"55","68","County 55-68"
"55","69","County 55-69"
"55","79","County 55-79"
"55","80","County 55-80"
"55","81","County 55-81"
"55","82","County 55-82"
"55","83","County 55-83"
"55","84","County 55-84"
"55","85","County 55-85"
"55","86","County 55-86"
"55","87","County 55-87"
"55","88","County 55-88"
"55","89","County 55-89"
"55","90","County 55-90"
"55","91","County 55-91"
"55","92","County 55-92"
"55","93","County 55-93"
"55","94","County 55-94"
"55","95","County 55-95"
"55","96","County 55-96"
"55","97","County 55-97"
"55","98","County 55-98"
"55","99","County 55-99"
"55","100","County 55-100"
"55","110","County 55-110"
"55","111","County 55-111"
"55","112","County 55-112"
"55","113","County 55-113"
"55","114","County 55-114"
"55","115","County 55-115"
"55","116","County 55-116"
"55","117","County 55-117"
"55","118","County 55-118"
"55","119","County 55-119"
"55","120","County 55-120"
"55","121","County 55-121"
"55","122","County 55-122"
"55","123","County 55-123"
"55","124","County 55-124"
"55","125","County 55-125"
"55","126","County 55-126"
"55","127","County 55-127"
"55","128","County 55-128"
"55","129","County 55-129"
"55","130","County 55-130"
"55","131","County 55-131"
"55","140","County 55-140"
"55","141","County 55-141"
"55","142","County 55-142"
"55","143","County 55-143"
"55","144","County 55-144"
"55","145","County 55-145"
"55","146","County 55-146"
"55","147","County 55-147"
"55","148","County 55-148"
"55","149","County 55-149"
"55","150","County 55-150"
"55","151","County 55-151"
"55","152","County 55-152"
"55","153","County 55-153"
"55","154","County 55-154"
"55","155","County 55-155"
"55","156","County 55-156"
"55","157","County 55-157"
"55","158","County 55-158"
"55","159","County 55-159"
"55","160","County 55-160"
"55","161","County 55-161"
"55","171","County 55-171"
"55","172","County 55-172"
"55","173","County 55-173"
"55","174","County 55-174"
"55","175","County 55-175"
"55","176","County 55-176"
"55","177","County 55-177"
"55","178","County 55-178"
"55","179","County 55-179"
"55","180","County 55-180"
"55","181","County 55-181"
"55","182","County 55-182"
"55","183","County 55-183"
"55","184","County 55-184"
"55","185","County 55-185"
"55","186","County 55-186"
"55","187","County 55-187"
"55","188","County 55-188"
"55","189","County 55-189"
"55","190","County 55-190"
"55","191","County 55-191"
"55","192","County 55-192"
"55","201","County 55-201"
"55","202","County 55-202"
"55","203","County 55-203"
"55","204","County 55-204"
"55","205","County 55-205"
"55","206","County 55-206"
"55","207","County 55-207"
"55","208","County 55-208"
"55","209","County 55-209"
"55","210","County 55-210"
"55","211","County 55-211"
"55","212","County 55-212"
"55","213","County 55-213"
"55","214","County 55-214"
"55","215","County 55-215"
"55","216","County 55-216"
"55","217","County 55-217"
"55","218","County 55-218"
"55","219","County 55-219"
"55","220","County 55-220"
"55","221","County 55-221"
"55","222","County 55-222"
"55","231","County 55-231"
"55","232","County 55-232"
"55","233","County 55-233"
"55","234","County 55-234"
"55","235","County 55-235"
"55","236","County 55-236"
"55","237","County 55-237"
"55","238","County 55-238"
"55","239","County 55-239"
"55","240","County 55-240"
"55","241","County 55-241"
"55","242","County 55-242"
"55","243","County 55-243"
"55","244","County 55-244"
"55","245","County 55-245"
"55","246","County 55-246"
"55","247","County 55-247"
"55","248","County 55-248"
"55","249","County 55-249"
"55","250","County 55-250"
"55","261","County 55-261"
"55","262","County 55-262"
"55","263","County 55-263"
"55","264","County 55-264"
"55","265","County 55-265"
"55","266","County 55-266"
"55","267","County 55-267"
"55","268","County 55-268"
"55","269","County 55-269"
"55","270","County 55-270"
"55","271","County 55-271"
"55","272","County 55-272"
"55","273","County 55-273"
"55","274","County 55-274"
"55","275","County 55-275"
"55","276","County 55-276"
"55","277","County 55-277"
"55","278","County 55-278"
"55","279","County 55-279"
"55","291","County 55-291"
"55","292","County 55-292"
"55","293","County 55-293"
"55","294","County 55-294"
"55","295","County 55-295"
"55","296","County 55-296"
"55","297","County 55-297"
"55","298","County 55-298"
"55","299","County 55-299"
"55","300","County 55-300"
"55","301","County 55-301"
"55","302","County 55-302"
"55","303","County 55-303"
"55","304","County 55-304"
"55","305","County 55-305"
"55","306","County 55-306"
"55","307","County 55-307"
"55","308","County 55-308"
"55","309","County 55-309"
"55","310","County 55-310"
"55","311","County 55-311"
"55","314","County 55-314"
"55","315","County 55-315"
"55","316","County 55-316"
"55","317","County 55-317"
"55","318","County 55-318"
"55","321","County 55-321"
"55","322","County 55-322"
"55","323","County 55-323"
"55","324","County 55-324"
"55","325","County 55-325"
"55","326","County 55-326"
"55","327","County 55-327"
"55","328","County 55-328"
"55","329","County 55-329"
"55","330","County 55-330"
"55","331","County 55-331"
"55","332","County 55-332"
"55","333","County 55-333"
"55","334","County 55-334"
"55","335","County 55-335"
"55","336","County 55-336"
"55","337","County 55-337"
"55","338","County 55-338"
"55","339","County 55-339"
"55","340","County 55-340"
"55","341","County 55-341"
"55","343","County 55-343"
"55","344","County 55-344"
"55","345","County 55-345"
"55","347","County 55-347"
"55","348","County 55-348"
"55","349","County 55-349"
"55","350","County 55-350"
"55","351","County 55-351"
"55","352","County 55-352"
"55","353","County 55-353"
"55","354","County 55-354"
"55","355","County 55-355"
"55","356","County 55-356"
"55","357","County 55-357"
"55","358","County 55-358"
"55","359","County 55-359"
"55","360","County 55-360"
"55","361","County 55-361"
"55","362","County 55-362"
"55","363","County 55-363"
"55","364","County 55-364"
"55","365","County 55-365"
"55","366","County 55-366"
"55","367","County 55-367"
"55","368","County 55-368"
"55","369","County 55-369"
"55","370","County 55-370"
"55","371","County 55-371"
"55","372","County 55-372"
"55","373","County 55-373"
"55","374","County 55-374"
"55","375","County 55-375"
"55","376","County 55-376"
"55","377","County 55-377"
"55","378","County 55-378"
"55","379","County 55-379"
"55","380","County 55-380"
"55","381","County 55-381"
"55","382","County 55-382"
"55","383","County 55-383"
"55","384","County 55-384"
"55","385","County 55-385"
"55","386","County 55-386"
"55","387","County 55-387"
"55","388","County 55-388"
"55","389","County 55-389"
"55","390","County 55-390"
"55","391","County 55-391"
"55","392","County 55-392"
"55","393","County 55-393"
"55","394","County 55-394"
"55","395","County 55-395"
"55","396","County 55-396"
"55","397","County 55-397"
"55","398","County 55-398"
"55","399","County 55-399"
"55","400","County 55-400"
"55","401","County 55-401"
"55","402","County 55-402"
"55","403","County 55-403"
"55","404","County 55-404"
"55","405","County 55-405"
"55","406","County 55-406"
"55","407","County 55-407"
"55","408","County 55-408"
"55","409","County 55-409"
"55","410","County 55-410"
"55","411","County 55-411"
"55","412","County 55-412"
"55","413","County 55-413"
"55","414","County 55-414"
"55","415","County 55-415"
"55","416","County 55-416"
"55","417","County 55-417"
"55","418","County 55-418"
"55","419","County 55-419"
"55","420","County 55-420"
"55","421","County 55-421"
"55","422","County 55-422"
"55","423","County 55-423"
"55","424","County 55-424"
"55","425","County 55-425"
"55","426","County 55-426"
"55","427","County 55-427"
"55","428","County 55-428"
"55","429","County 55-429"
"55","430","County 55-430"
"55","431","County 55-431"
"55","432","County 55-432"
"55","433","County 55-433"
"55","434","County 55-434"
"55","435","County 55-435"
"55","451","County 55-451"
"55","452","County 55-452"
"55","453","County 55-453"
"55","454","County 55-454"
"55","455","County 55-455"
"55","456","County 55-456"
"55","457","County 55-457"
"55","458","County 55-458"
"55","459","County 55-459"
"55","460","County 55-460"
"55","461","County 55-461"
"55","462","County 55-462"
"55","463","County 55-463"
"55","464","County 55-464"
"55","481","County 55-481"
"55","482","County 55-482"
"55","483","County 55-483"
"55","484","County 55-484"
"55","485","County 55-485"
"55","486","County 55-486"
"55","487","County 55-487"
"55","488","County 55-488"
"55","489","County 55-489"
"55","490","County 55-490"
"55","491","County 55-491"
"55","492","County 55-492"
"55","511","County 55-511"
"55","512","County 55-512"
"55","513","County 55-513"
"55","514","County 55-514"
"55","515","County 55-515"
"55","516","County 55-516"
"55","517","County 55-517"
"55","518","County 55-518"
"55","519","County 55-519"
"55","520","County 55-520"
"55","541","County 55-541"
"55","542","County 55-542"
"55","543","County 55-543"
"55","544","County 55-544"
"55","545","County 55-545"
"55","546","County 55-546"
"55","547","County 55-547"
"55","548","County 55-548"
"55","571","County 55-571"
"55","572","County 55-572"
"55","573","County 55-573"
"55","574","County 55-574"
"55","575","County 55-575"
"55","576","County 55-576"
"55","577","County 55-577"
"55","601","County 55-601"
"55","602","County 55-602"
"55","603","County 55-603"
"55","604","County 55-604"
"55","631","County 55-631"
"55","632","County 55-632"
"56","0","Unassigned"
"56","1","County 56-1"
"56","2","County 56-2"
"56","21","County 56-21"
"56","22","County 56-22"
"56","23","County 56-23"
"56","41","County 56-41"
"56","42","County 56-42"
"56","43","County 56-43"
"56","44","County 56-44"
"56","45","County 56-45"
"56","46","County 56-46"
"56","47","County 56-47"
"56","61","County 56-61"
"56","62","County 56-62"
"56","63","County 56-63"
"56","64","County 56-64"
"56","65","County 56-65"
"56","66","County 56-66"
"56","67","County 56-67"
"56","68","County 56-68"
"56","69","County 56-69"
"56","70","County 56-70"
"56","81","County 56-81"
"56","82","County 56-82"
"56","83","County 56-83"
"56","84","County 56-84"
"56","85","County 56-85"
"56","86","County 56-86"
"56","87","County 56-87"
"56","88","County 56-88"
"56","89","County 56-89"
"56","90","County 56-90"
"56","91","County 56-91"
"56","92","County 56-92"
"56","93","County 56-93"
"56","94","County 56-94"
"56","95","County 56-95"
"56","96","County 56-96"
"56","97","County 56-97"
"56","98","County 56-98"
"56","99","County 56-99"
"56","100","County 56-100"
"56","101","County 56-101"
"56","102","County 56-102"
"56","103","County 56-103"
"56","104","County 56-104"
"56","105","County 56-105"
"56","106","County 56-106"
"56","107","County 56-107"
"56","108","County 56-108"
"56","109","County 56-109"
"56","110","County 56-110"
"56","111","County 56-111"
"56","112","County 56-112"
"56","113","County 56-113"
"56","114","County 56-114"
"56","115","County 56-115"
"56","116","County 56-116"
"56","117","County 56-117"
"56","118","County 56-118"
"56","119","County 56-119"
"56","120","County 56-120"
"56","121","County 56-121"
"56","122","County 56-122"
"56","123","County 56-123"
"56","124","County 56-124"
"56","125","County 56-125"
"56","126","County 56-126"
"56","127","County 56-127"
"56","128","County 56-128"
"56","129","County 56-129"
"56","130","County 56-130"
"56","131","County 56-131"
"56","132","County 56-132"
"56","133","County 56-133"
"56","134","County 56-134"
"56","135","County 56-135"
"56","136","County 56-136"
"56","137","County 56-137"
"56","138","County 56-138"
"56","139","County 56-139"
"56","140","County 56-140"
"56","141","County 56-141"
"56","142","County 56-142"
"56","143","County 56-143"
"56","144","County 56-144"
"56","145","County 56-145"
"56","146","County 56-146"
"56","147","County 56-147"
"56","148","County 56-148"
"56","149","County 56-149"
"56","150","County 56-150"
"56","151","County 56-151"
"56","152","County 56-152"
"56","153","County 56-153"
"56","154","County 56-154"
"56","155","County 56-155"
"56","156","County 56-156"
"56","157","County 56-157"
"56","158","County 56-158"
"56","159","County 56-159"
"56","160","County 56-160"
"56","161","County 56-161"
"56","162","County 56-162"
"56","163","County 56-163"
"56","164","County 56-164"
"56","165","County 56-165"
"56","166","County 56-166"
"56","167","County 56-167"
"56","168","County 56-168"
"56","169","County 56-169"
"56","170","County 56-170"
"56","171","County 56-171"
"56","172","County 56-172"
"56","173","County 56-173"
"56","174","County 56-174"
"56","175","County 56-175"
"56","176","County 56-176"
"56","177","County 56-177"
"56","178","County 56-178"
"56","179","County 56-179"
"56","180","County 56-180"
"56","181","County 56-181"
"56","182","County 56-182"
"56","183","County 56-183"
"56","184","County 56-184"
"56","185","County 56-185"
"56","186","County 56-186"
"56","187","County 56-187"
"56","188","County 56-188"
"56","189","County 56-189"
"56","190","County 56-190"
"56","191","County 56-191"
"56","192","County 56-192"
"56","193","County 56-193"
"56","194","County 56-194"
"56","195","County 56-195"
"56","196","County 56-196"
"56","197","County 56-197"
"56","198","County 56-198"
"56","199","County 56-199"
"56","200","County 56-200"
"56","311","County 56-311"
"56","312","County 56-312"
"56","313","County 56-313"
"60","0","Unassigned"
"60","716","County 60-716"
"60","717","County 60-717"
"60","718","County 60-718"
"60","719","County 60-719"
"60","720","County 60-720"
"60","721","County 60-721"
"60","722","County 60-722"
"60","723","County 60-723"
"60","724","County 60-724"
"60","725","County 60-725"
"60","726","County 60-726"
"60","727","County 60-727"
"60","728","County 60-728"
"60","729","County 60-729"
"60","730","County 60-730"
"60","731","County 60-731"
"60","801","County 60-801"
"60","802","County 60-802"
"60","803","County 60-803"
"60","804","County 60-804"
"60","805","County 60-805"
"60","806","County 60-806"
"60","807","County 60-807"
"60","808","County 60-808"
"60","809","County 60-809"
"60","810","County 60-810"
"60","811","County 60-811"
"60","812","County 60-812"
"60","813","County 60-813"
"60","815","County 60-815"
"60","816","County 60-816"
"60","817","County 60-817"
"60","818","County 60-818"
"60","819","County 60-819"
"60","820","County 60-820"
"60","821","County 60-821"
"60","822","County 60-822"
"60","823","County 60-823"
"60","824","County 60-824"
"60","825","County 60-825"
"60","826","County 60-826"
"60","827","County 60-827"
"60","828","County 60-828"
"60","829","County 60-829"
"60","830","County 60-830"
"60","831","County 60-831"
"60","832","County 60-832"
"60","833","County 60-833"
"60","834","County 60-834"
"60","835","County 60-835"
"60","836","County 60-836"
"60","837","County 60-837"
"60","838","County 60-838"
"60","839","County 60-839"
"60","841","County 60-841"
"60","842","County 60-842"
"60","843","County 60-843"
"60","844","County 60-844"
"61","0","Unassigned"
"61","1","County 61-1"
"61","2","County 61-2"
"61","3","County 61-3"
"61","4","County 61-4"
"61","5","County 61-5"
"61","6","County 61-6"
"61","7","County 61-7"
"61","8","County 61-8"
"61","9","County 61-9"
"61","10","County 61-10"
"61","11","County 61-11"
"61","12","County 61-12"
"61","13","County 61-13"
"61","14","County 61-14"
"61","15","County 61-15"
"61","16","County 61-16"
"61","17","County 61-17"
"61","18","County 61-18"
"61","19","County 61-19"
"61","20","County 61-20"
"61","21","County 61-21"
"61","22","County 61-22"
"61","23","County 61-23"
"61","24","County 61-24"
"61","25","County 61-25"
"61","26","County 61-26"
"61","27","County 61-27"
"61","28","County 61-28"
"61","29","County 61-29"
"61","30","County 61-30"
"61","31","County 61-31"
"61","32","County 61-32"
"61","33","County 61-33"
"61","34","County 61-34"
"61","35","County 61-35"
"61","36","County 61-36"
"61","37","County 61-37"
"61","38","County 61-38"
"61","39","County 61-39"
"61","40","County 61-40"
"61","41","County 61-41"
"61","42","County 61-42"
"61","43","County 61-43"
"61","44","County 61-44"
"61","45","County 61-45"
"61","46","County 61-46"
"61","47","County 61-47"
"61","48","County 61-48"
"61","49","County 61-49"
"61","50","County 61-50"
"61","51","County 61-51"
"61","52","County 61-52"
"61","53","County 61-53"
"61","54","County 61-54"
"61","55","County 61-55"
"61","56","County 61-56"
"61","57","County 61-57"
"61","58","County 61-58"
"61","59","County 61-59"
"61","60","County 61-60"
"61","61","County 61-61"
"61","62","County 61-62"
"61","63","County 61-63"
"61","64","County 61-64"
"61","65","County 61-65"
"61","66","County 61-66"
"61","67","County 61-67"
"61","68","County 61-68"
"61","69","County 61-69"
"61","70","County 61-70"
"61","71","County 61-71"
"61","72","County 61-72"
"61","73","County 61-73"
"61","74","County 61-74"
"61","75","County 61-75"
"61","76","County 61-76"
"61","77","County 61-77"
"61","78","County 61-78"
"61","79","County 61-79"
"61","80","County 61-80"
"61","81","County 61-81"
"61","82","County 61-82"
"61","83","County 61-83"
"61","84","County 61-84"
"61","85","County 61-85"
"61","86","County 61-86"
"61","87","County 61-87"
"61","89","County 61-89"
"61","90","County 61-90"
"61","91","County 61-91"
"61","92","County 61-92"
"61","93","County 61-93"
"61","94","County 61-94"
"61","95","County 61-95"
"61","96","County 61-96"
"61","97","County 61-97"
"61","98","County 61-98"
"61","99","County 61-99"
"61","100","County 61-100"
"61","101","County 61-101"
"61","102","County 61-102"
"61","103","County 61-103"
"61","104","County 61-104"
"61","105","County 61-105"
"61","106","County 61-106"
"61","107","County 61-107"
"61","111","County 61-111"
"61","112","County 61-112"
"61","113","County 61-113"
"61","114","County 61-114"
"61","115","County 61-115"
"61","116","County 61-116"
"61","117","County 61-117"
"61","118","County 61-118"
"61","119","County 61-119"
"61","120","County 61-120"
"61","121","County 61-121"
"61","122","County 61-122"
"61","123","County 61-123"
"61","124","County 61-124"
"61","125","County 61-125"
"61","126","County 61-126"
"61","127","County 61-127"
"61","133","County 61-133"
"61","134","County 61-134"
"61","135","County 61-135"
"61","136","County 61-136"
"61","137","County 61-137"
"61","138","County 61-138"
"61","139","County 61-139"
"61","140","County 61-140"
"61","141","County 61-141"
"61","142","County 61-142"
"61","143","County 61-143"
"61","144","County 61-144"
"61","155","County 61-155"
"61","156","County 61-156"
"61","157","County 61-157"
"61","158","County 61-158"
"61","159","County 61-159"
"61","160","County 61-160"
"61","161","County 61-161"
"61","162","County 61-162"
"61","163","County 61-163"
"61","164","County 61-164"
"61","165","County 61-165"
"61","177","County 61-177"
"61","178","County 61-178"
"61","179","County 61-179"
"61","180","County 61-180"
"61","181","County 61-181"
"61","182","County 61-182"
"61","183","County 61-183"
"61","184","County 61-184"
"61","185","County 61-185"
"61","186","County 61-186"
"61","199","County 61-199"
"61","200","County 61-200"
"71","0","Unassigned"
"72","0","Unassigned"
"73","0","Unassigned"
"74","0","Unassigned"
"75","0","Unassigned"
"76","0","Unassigned"
"77","0","Unassigned"
"78","0","Unassigned"
"79","0","Unassigned"
"80","0","Unassigned"
"81","0","Unassigned"
"82","0","Unassigned"
"83","0","Unassigned"
